t,x,autocorrelation,variance,tip_time
159,172397.93300305298,-0.005901794127507751,1230660.824551569,1800
160,172515.44046460223,-0.007987332596373766,1193812.767171579,1800
161,172888.60302257302,-0.00706416751048244,1215503.6836022737,1800
162,172634.2946790554,-0.007055119345440233,1184451.209488375,1800
163,172379.61838567647,-0.006377126648738394,1148614.610815694,1800
164,171024.8722389198,-0.00338640446330849,1278164.837665044,1800
165,171227.67866242488,-0.0033244287417229655,1252153.9142238803,1800
166,172278.56916338904,-0.004951465906918686,1241267.959055157,1800
167,171890.39507334263,-0.0062333462009434735,1237043.0236205943,1800
168,171305.0466043425,-0.009374401204037515,1202100.0374107673,1800
169,171209.7738127417,-0.004983954600263094,1230168.6679727125,1800
170,171947.24153009336,-0.005417535042031771,1244088.1023656598,1800
171,171154.1422658487,-0.005924832389946202,1247017.3946882265,1800
172,172023.48066318763,-0.009351172362263899,1277205.5148979016,1800
173,171973.77796221914,-0.003201482584808857,1267285.0203869126,1800
174,172126.38236165972,-0.0058891535267491845,1244718.4711182925,1800
175,171416.6858006566,-0.010425939483192464,1207280.2700084662,1800
176,170485.0626007201,-0.004283217083549621,1171485.935286276,1800
177,170686.1470982455,-2.0231291791327654e-4,1173938.739183641,1800
178,171234.76500490916,0.003180916080475888,1139842.228439135,1800
179,171543.69603443812,0.006727120980927853,1156413.5022854311,1800
180,171346.39474631488,-3.6668593664311507e-4,1182706.519549518,1800
181,172089.76780629734,0.003957176845688162,1160073.5935615893,1800
182,171597.0162947682,0.005858470129235751,1149841.218001679,1800
183,169124.4607764666,0.004290008011628796,1160425.8865137128,1800
184,170905.92061910438,0.007603337564637139,1214252.1870810299,1800
185,170130.73068330818,0.02137954009928897,1281817.321027343,1800
186,169490.59770380057,0.017821354038136367,1241871.843067499,1800
187,171832.7369835998,0.023039213149628823,1230632.444105882,1800
188,171528.8654692581,0.022404484409319542,1223744.5868324048,1800
189,170732.96980585987,0.0218172348331158,1212938.027474667,1800
190,170679.89883077831,0.017732408818274217,1234614.5052351945,1800
191,171031.00814662597,0.020253747472731787,1187233.3383706172,1800
192,172136.53133266387,0.01882205730671137,1203586.8024714612,1800
193,170870.04429185536,0.01970145837765115,1213439.4963541063,1800
194,171001.76843406857,0.019751122003473377,1204919.3935203042,1800
195,169652.79624338256,0.021906958494964487,1370984.7850886295,1800
196,171298.3725077194,0.03178161917221392,1384408.3089535106,1800
197,168628.30810723416,0.0352328237818842,1426315.86771589,1800
198,171436.77168662328,0.03382651534190634,1450737.2685268114,1800
199,170002.13226282605,0.03044696953379846,1463697.2639228057,1800
200,171254.78111088436,0.02973112870175261,1468689.6557445093,1800
201,169763.41385428872,0.029373160154628514,1544130.0955431329,1800
202,170522.39276125462,0.04285988656016671,1631114.1248085017,1800
203,170628.691802675,0.03584864485204302,1584464.4743882532,1800
204,170770.960838931,0.03511237556343283,1571692.9867995693,1800
205,169675.98365393403,0.034799768539982984,1583975.7972685294,1800
206,169130.09089007214,0.034913255268999036,1581088.7314550146,1800
207,170765.46309798845,0.03557792434877426,1587209.0374040366,1800
208,170924.7378335436,0.027708388019109752,1701114.1735801646,1800
209,170408.39684848444,0.03676769333755281,1701243.713279426,1800
210,171393.7872087003,0.031084373127673315,1657853.7607531878,1800
211,169956.8442030855,0.02447678314425147,1596646.6594057924,1800
212,171349.95008452825,0.0181111797892684,1536126.0534566182,1800
213,170644.78755898375,0.021219757524572804,1487352.9797491957,1800
214,168055.20819695474,0.03430220679362115,1480447.6081293053,1800
215,170571.6705972017,0.03533782783822962,1480768.3789309622,1800
216,170151.41110341132,0.038583824939787084,1438542.2950218585,1800
217,169907.41955745633,0.03998179395056772,1407328.091533579,1800
218,170345.39633590743,0.04215929512283051,1404567.3941532343,1800
219,169614.95581879182,0.04402992334897512,1390614.9286804844,1800
220,169712.74833952897,0.031337876241163534,1472395.1684729825,1800
221,170041.8219359137,0.027062592364463064,1466160.3083456038,1800
222,169672.7685858382,0.024657296882313617,1500780.9753643882,1800
223,169898.21447015626,0.01896513817625706,1467111.6109325895,1800
224,169801.6489831922,0.011811883690729733,1509157.4304657215,1800
225,170715.05112297874,0.009667955863511013,1498145.1297737753,1800
226,171210.9429983399,0.010833841581722625,1502158.7606772112,1800
227,170032.0269209746,0.009989251746206103,1493910.7494088789,1800
228,170714.18929727256,0.017410627143392584,1472902.0559070457,1800
229,169726.01338519313,0.01975625845047609,1451154.118260365,1800
230,169512.60867227154,0.021459796421573744,1425893.5637172915,1800
231,170007.63623884926,0.021358201086318522,1383015.7525067625,1800
232,170211.4308402996,0.016685456462624208,1400752.3645425306,1800
233,169154.00523634008,0.0330034484761368,1509911.585294272,1800
234,168190.83860237332,0.018896653921637037,1492629.0751622608,1800
235,168081.741392852,0.022015102076969287,1495220.1245642006,1800
236,169948.61512970953,0.016371568282296366,1495212.745110809,1800
237,170578.707763325,0.021215061029282067,1494491.7066620432,1800
238,169213.73358919905,0.012340534792309683,1454069.4223342433,1800
239,170583.37342169607,0.021832304411526674,1438311.318752413,1800
240,169231.98711612227,0.034666899830570364,1424100.0011021928,1800
241,170534.82520731154,0.046956457223331916,1399476.7817317096,1800
242,169043.97070872824,0.036173170310027626,1403990.0152977076,1800
243,169010.6514802672,0.04814369534480648,1499711.0676860367,1800
244,169255.55760325943,0.0378387359633325,1473866.6943516354,1800
245,166523.14446120366,0.031499714714381816,1567947.6183006612,1800
246,168717.7217806382,0.03648534490299935,1548490.2923971268,1800
247,168393.54177281362,0.04533670707543075,1550954.0102109879,1800
248,168909.95272769028,0.05327324040692001,1565588.9359185493,1800
249,169146.04036657096,0.05867059933471543,1591458.5707027302,1800
250,169087.656258842,0.060869819496078816,1559602.0122920086,1800
251,167707.17947478255,0.06560127779675728,1559217.6767987579,1800
252,167344.28822165137,0.054445976129135244,1718205.5439897233,1800
253,169955.11290962395,0.11975186006895301,2059782.2984111959,1800
254,169129.29759475015,0.13424538475754547,2067124.9863689158,1800
255,168564.17885792887,0.13053781831025127,2063218.6072667341,1800
256,168891.31668780124,0.12681431809337887,2075714.881379541,1800
257,169425.16068708975,0.12937189022875784,2080013.7951575734,1800
258,166783.59622170974,0.1260493836659928,2043690.0004567802,1800
259,168163.90460908375,0.12971016832855667,2020219.854878803,1800
260,169318.98748685973,0.13049269456156012,1966427.3396617211,1800
261,169156.1204347112,0.1332790045192328,1955355.6098609618,1800
262,170351.64908327785,0.13431352891842913,1913837.4269047873,1800
263,169818.05747540374,0.13178880059888884,1972697.5026397903,1800
264,170453.9964434834,0.13536623652053462,1977102.6146984715,1800
265,169011.47602349546,0.14133867433321531,1967671.209677684,1800
266,169351.8230665665,0.14326747880211485,2066219.5342701485,1800
267,169621.98798324968,0.14079022156086138,2061891.5877065018,1800
268,168912.69125282243,0.14053700503688707,2066567.6229887225,1800
269,169990.29818785688,0.14151436482264548,2077108.014645254,1800
270,166553.07352588317,0.14061154947608975,2064820.459338184,1800
271,169068.20833673395,0.14239160508236265,2052629.4244597873,1800
272,167132.43024450127,0.14429533617653248,2039649.3699532915,1800
273,168880.7063841668,0.1466678787135725,2028314.2340002873,1800
274,166786.58639693158,0.14651894239872346,2032729.0403127444,1800
275,168578.1009603149,0.1468076451263391,2021252.0845042344,1800
276,168839.3632643855,0.13602248287914265,1944372.869556105,1800
277,169614.54772442166,0.13435219933274087,1929225.5986088163,1800
278,169423.21401718364,0.1322303601563081,1902528.7444601562,1800
279,168668.00588174537,0.13324139621729333,1931157.3869875139,1800
280,169273.60275867107,0.13309395721363684,1933836.3428692983,1800
281,168424.508393385,0.13364196824211927,1911185.7922953428,1800
282,167273.12479273035,0.1288356469841,1973383.72307974,1800
283,166280.3715848366,0.11922958277942565,1963863.1250217299,1800
284,169365.53313489424,0.11221422931011825,1999505.753125614,1800
285,168807.49437547292,0.09637474355419158,2000301.3689307573,1800
286,169496.12480359248,0.10538151041964827,1967629.76077303,1800
287,167256.04985562508,0.09653828273128956,1981665.8372882162,1800
288,169175.44307365714,0.09273963214414033,1969338.36490205,1800
289,169486.75047064072,0.08959061664203898,1971002.7229997586,1800
290,169696.78258487204,0.09248312082912113,1981727.9045830911,1800
291,169277.03593303097,0.09368416080373468,1919923.403393606,1800
292,166627.9594755418,0.09613704326543081,1928399.0074502456,1800
293,165946.52123773383,0.09530143214357815,1932296.3551876966,1800
294,168868.0845536063,0.094769140991264,1987889.399578234,1800
295,166236.2571657227,0.09410403959488062,1990894.7517586877,1800
296,167797.965799551,0.08416412977965253,1984739.3401642002,1800
297,168457.02312140315,0.0806237543798191,2003666.462486063,1800
298,166716.68011286538,0.07806596979179423,1991426.7066617184,1800
299,167400.6020359293,0.08991004854148989,1973840.7424689576,1800
300,168062.37821065992,0.0954852587895391,1960764.2668468517,1800
301,168553.25364320763,0.09373435098534583,1991118.8179755306,1800
302,164896.6548526856,0.08020450202839743,2044121.687473103,1800
303,163014.5524431695,0.08824724610141618,2007039.2812123003,1800
304,167006.61439391453,0.08663788294640669,2053320.8547946382,1800
305,169309.95403903822,0.08706715231017415,2064330.02725861,1800
306,167830.61242036542,0.08699512135671314,2080434.5728612493,1800
307,166983.9068665837,0.08372658461202075,2049494.4601937057,1800
308,168184.05714225184,0.09471973786988469,2047189.8453378088,1800
309,169017.42385291134,0.09181643689826646,2043791.1745263059,1800
310,167788.9313265726,0.0789088067065027,2153674.7917628326,1800
311,168401.87836249018,0.0686340479227288,2128823.0806384184,1800
312,167249.7907431735,0.05317748689435614,2254561.1562865,1800
313,165686.63175116805,0.02858835835685999,2196658.0495553394,1800
314,167785.03293454534,0.011146078063472342,2193066.393448106,1800
315,167115.63617406136,-0.00540975228225626,2170168.066653115,1800
316,165208.10071968788,0.0012900799122879036,2130096.081411531,1800
317,167532.9998231707,-3.6577333078499e-4,2083009.2344947641,1800
318,166726.71381689195,-0.00638787574893718,2197809.294616509,1800
319,167107.63983227385,0.026908812483367805,2400772.012287029,1800
320,168178.47633853817,0.041816072484967944,2416291.227454592,1800
321,167488.30956530143,0.04674434822977049,2378222.809260925,1800
322,168244.7934828283,0.033546993344429926,2580776.4342099545,1800
323,167562.19480292482,0.020737453563869433,2547356.189825947,1800
324,166972.2523995531,0.027085067602260864,2551616.100817662,1800
325,166405.59174014395,0.026283944963840095,2584261.4427457973,1800
326,167800.59309810807,0.030116019222423532,2620189.289092349,1800
327,167218.5143988622,0.020031013891746118,2549571.4009297527,1800
328,166571.84277238513,0.016378502426104082,2490575.6828372423,1800
329,166068.97500006345,0.010987110975718212,2529765.9344015485,1800
330,166893.36828469968,0.0019209948772573404,2471414.977965127,1800
331,167262.96013858946,-0.0077238274661699125,2533047.9880842445,1800
332,164984.41458472473,-0.012949956666546844,2530906.1115691494,1800
333,168384.04824070036,-0.025615967781392027,2586514.9734724113,1800
334,166264.41291941522,-0.017334396482325418,2519394.337678579,1800
335,167847.43258946447,-0.02073147242739667,2487186.0429542046,1800
336,167794.08131525954,-0.024441343193668193,2408205.2697496414,1800
337,165324.1973122935,-0.022629950728217548,2459559.3869640217,1800
338,167683.10626906407,-0.021103969671619205,2395638.3579258793,1800
339,165417.27134770536,-0.02791764754076315,2317082.808609697,1800
340,166351.473814346,-0.03846139592928015,2218798.986034644,1800
341,167177.15577579816,-0.043549395120767616,2144101.9219228798,1800
342,166461.4138714012,-0.02020804787751767,2174412.7141762637,1800
343,166609.1330796134,-0.02533063914582105,2173465.450386154,1800
344,165126.62432919734,-0.013472881015457294,2122838.529953328,1800
345,166414.3685036111,-0.006336178071243394,2157352.369028104,1800
346,167405.07166182747,-0.007972323986116654,2142684.103795389,1800
347,166325.24553485232,-0.007967307443098976,2121027.7431896385,1800
348,167959.48067219125,-0.004371432440494429,2165744.6734876195,1800
349,168111.42450639073,-0.011094278637382717,2160379.6322593703,1800
350,167112.3143509223,-0.01018646303923254,2150602.5787208145,1800
351,166019.83462034914,-0.011210868652190883,2103306.739482509,1800
352,165411.96375629416,9.9262618346131e-4,2094452.9973827004,1800
353,166537.28841092516,-0.06562140789208287,2087300.3237411084,1800
354,165082.19564805264,-0.054651226417362746,2464118.7417784543,1800
355,166245.69988669286,-0.05235197920179276,2386503.0100269294,1800
356,165816.24672039604,-0.05397098708347164,2370478.7264557374,1800
357,168139.1992858517,-0.05047960696899355,2371469.403139262,1800
358,166941.36025488263,-0.03843715508506979,2333352.5977050154,1800
359,167601.98685029222,-0.0442265089543129,2284374.1150405756,1800
360,163812.0249066856,-0.04639927803449063,2268483.913855173,1800
361,167032.5900758216,-0.046297057261595935,2217759.265512643,1800
362,162910.04456281307,-0.05112529364418452,2300768.494292483,1800
363,167238.00249055398,-0.036145797153602784,2517786.240451959,1800
364,164351.6926947818,-0.033729384068624524,2502410.1939180754,1800
365,168067.8498426695,-0.033613772683762554,2548455.9679039624,1800
366,166928.59223570826,-0.03587720083695746,2561242.417443464,1800
367,166421.67668456607,-0.033343771766800034,2559898.3814077247,1800
368,163491.65258628744,-0.031962623547809044,2683446.6826143465,1800
369,161893.6778571884,-0.030723532045539653,2690875.63042086,1800
370,165767.64367601502,-0.031230942626201633,2636855.8706002524,1800
371,167206.1944917702,-0.03464672210845323,2642816.5293633146,1800
372,162615.0818652239,-0.03725382713406098,2587454.9988642847,1800
373,167077.08088845812,-0.049405004022460224,3110339.124149544,1800
374,166349.50186646607,-0.06735696593937686,3094065.7443212112,1800
375,164655.37414617778,-0.0650617124984172,3089930.7134948797,1800
376,164342.79188529347,-0.059872965557620256,3043174.7216988513,1800
377,167262.4530624668,-0.057648936475971455,3019353.6260296186,1800
378,166291.77676126434,-0.05607944879482806,3016073.349679806,1800
379,164231.6164612356,-0.05874485107967626,3069323.101696655,1800
380,167131.32851162401,-0.05939335132257377,3062103.290408839,1800
381,163875.61215027544,-0.059516381980729116,3049068.0651846244,1800
382,166666.1184753195,-0.05626504799427358,3051500.707964612,1800
383,164382.9877699688,-0.04277786670324643,2967593.9564048257,1800
384,166364.77800834068,-0.04574858596367457,3047146.119705244,1800
385,165659.96587962456,-0.03997872857401604,3031763.5279861744,1800
386,166566.29482819763,-0.03965775931079694,3113124.975663028,1800
387,164337.25847762972,-0.02451959441440797,3177831.2614737526,1800
388,166311.40448128097,-0.03160143645940431,3172981.3330492885,1800
389,165885.34820494606,-0.017930570731582843,3174481.3169337083,1800
390,166731.05223909303,-0.024498639411079964,3308917.9666134445,1800
391,166795.52233416852,-0.03244221663092752,3271653.2932262463,1800
392,168276.4937188733,-0.024784623876622204,3261483.388804766,1800
393,166029.87198446586,-0.02675253788673406,3272602.6094867033,1800
394,165884.0339577579,-0.027586460494669094,3272720.044867872,1800
395,164644.23599320924,-0.021678636874699016,3261782.572100335,1800
396,166004.709815936,-0.019251853374647264,3222384.7224170137,1800
397,165128.8383968676,-0.017336386702467975,3208783.8234776915,1800
398,164320.34947542677,-0.028250491908210575,3358945.7584229065,1800
399,167071.76160768257,-0.049318754620084934,3266123.4840467894,1800
400,165087.07725729767,-0.0494409664323072,3227729.890495312,1800
401,166259.61400381217,-0.04627012409037383,3227196.931186428,1800
402,165230.62194041783,-0.047317677811033965,3231310.893379,1800
403,163121.5153432714,-0.04982406249321171,3321162.723460457,1800
404,160201.08327789584,-0.04178457604260884,3386263.7117025713,1800
405,165089.8670611464,-0.03131562946941706,3543941.0988521515,1800
406,165310.49805664498,-0.046288113233129084,3538597.1718143784,1800
407,167047.41687460593,-0.04420074134467816,3451232.270214907,1800
408,166395.0944529949,-0.05156221010397779,3413671.715746008,1800
409,164450.5618317768,-0.04305524324940738,3341847.7725131847,1800
410,165138.719133925,-0.03814989591565743,3420842.2051333874,1800
411,165841.0857606326,-0.024978768375455318,3414467.233913893,1800
412,163020.96047039857,-0.010958177209171504,3416302.0990516753,1800
413,161413.9776833007,0.005736595064514693,3384507.6634664633,1800
414,164777.3135221197,0.014107234334584304,3407351.3928366057,1800
415,163584.32387650135,0.029138227854762652,3372308.321328182,1800
416,164613.29583267611,0.021429316691531322,3332583.2210982703,1800
417,164422.30783292916,0.019630227930175236,3311421.2543728612,1800
418,162329.27918810857,0.024119206623650077,3300375.4571661577,1800
419,164388.1957376881,-0.006457267462159516,3231692.3523484976,1800
420,165652.7369979587,-0.012229832419537767,3269303.2320307945,1800
421,163996.35442945594,-0.015242195251061963,3197211.173146585,1800
422,165066.72954873883,0.011109739722407754,3181427.7743063443,1800
423,158307.18446384356,0.009628694528493298,3269715.260498333,1800
424,165420.5800178875,4.6364357033784387e-4,3235302.689172992,1800
425,165288.8558677216,-7.018189084023496e-4,3312999.335157451,1800
426,165719.02681743546,-0.013042861885076482,3326279.4293219284,1800
427,165211.52976000198,-0.021389966570785495,3410609.14050277,1800
428,164832.3917246433,-0.018713523691893698,3430305.8490991737,1800
429,163239.63877632128,-0.02128671453552774,3440448.1721099406,1800
430,164528.82762687802,-0.03349014716342471,3601367.6871858276,1800
431,164228.19382022505,-0.03033360672427927,3603398.9086418166,1800
432,164792.7452357398,-0.02680864775061239,3636143.0497481655,1800
433,165539.87002374072,-0.026217498038526847,3637147.6233250443,1800
434,162551.92124362424,-0.021831124378643648,3594904.376983789,1800
435,163346.51093865713,-0.023948498436075782,3628942.73202118,1800
436,161645.08139696156,-0.028301871478915136,3569135.929247246,1800
437,162800.1812210896,-0.02372035448685312,3576363.001967634,1800
438,167579.32164293627,-0.02103728993445061,3560632.2342216684,1800
439,164916.3307030171,-0.026756658753580326,3549007.5245311465,1800
440,161488.22857080278,-0.07117543053442095,4120535.522770842,1800
441,165336.5844073433,-0.08599737766688983,4042349.0323344744,1800
442,165934.28742734107,-0.10015081886303615,3858180.7830194314,1800
443,163487.43349444348,-0.10671586708564769,3821231.8635329134,1800
444,165073.2004360829,-0.10609228366904079,3784047.077887682,1800
445,165820.7790970828,-0.10210802251015293,3799759.27555863,1800
446,164175.3078416727,-0.11277545866156093,3866278.616092119,1800
447,165125.73056308078,-0.12638454800432158,3884648.238769642,1800
448,160331.74965238132,-0.12562750243975,3894674.3466891972,1800
449,164765.2751485976,-0.1205058281278661,3786402.1587428823,1800
450,165739.33168414468,-0.12031643479337721,3781270.583255525,1800
451,164056.93224531898,-0.12018791188949493,3715548.8727073944,1800
452,164254.76631362826,-0.1201516628693581,3699291.1254598396,1800
453,161613.8570277471,-0.11918521136645449,3724256.76550415,1800
454,162398.27413870563,-0.14588064378548218,3602963.9625946865,1800
455,160726.00429479944,-0.13917960394883258,3584123.417747758,1800
456,165474.92831461775,-0.1329372184512409,3561488.6783967065,1800
457,163360.8159875108,-0.13572255347246573,3465455.2204332226,1800
458,165711.13885942256,-0.14599733259955489,3388213.4234387605,1800
459,165662.60564427834,-0.15136364997102608,3646389.5949634085,1800
460,161820.32506675948,-0.14504510146717597,3676552.3763253707,1800
461,162604.61351865905,-0.1436788475758874,3714294.2005304783,1800
462,162860.6717430948,-0.14527361823100615,3726591.3572259406,1800
463,162892.25060366292,-0.15034966473296862,3696876.3693157905,1800
464,163136.93629812938,-0.15708063997124666,3798370.8367086463,1800
465,161756.96385076514,-0.1562657001387752,3828943.9846129157,1800
466,163344.98802447596,-0.1558180073978152,3893055.062866924,1800
467,163376.057609512,-0.15627178417443907,3899495.746275294,1800
468,164423.3237112929,-0.15682538942283913,3899305.612667595,1800
469,165146.4981375726,-0.15737303739216274,3895287.387849506,1800
470,162289.9795729254,-0.1576029180690644,3896748.1511863573,1800
471,164603.33551365059,-0.15336828544885595,4046942.9335181904,1800
472,165998.37970114656,-0.15418096070662318,4027136.2403341383,1800
473,160614.8834155545,-0.14893237313616273,4398190.502110295,1800
474,164176.38285581034,-0.10558721924892853,4527692.387002877,1800
475,161672.5104283761,-0.11876382543294099,4490014.921202639,1800
476,165595.78454825148,-0.12012050420829466,4433466.762054442,1800
477,160360.72034000576,-0.12234085905423048,4387596.689984635,1800
478,161976.95111714245,-0.11754013966920286,4375831.343714912,1800
479,165352.72270988187,-0.11241114985107244,4384249.62281286,1800
