t,x,autocorrelation,variance,tip_time
174,171405.7591822447,2.97005027745254e-4,600492.8751493263,1800
175,171379.04856844284,2.9700501621274624e-4,600492.8152449492,1800
176,171352.3379559732,2.970050046730778e-4,600492.755312577,1800
177,171325.6273448364,2.9700499312623134e-4,600492.6953521951,1800
178,171298.91673503304,2.9700498157218314e-4,600492.6353637832,1800
179,171272.20612656375,2.97004970010916e-4,600492.5753473261,1800
180,171245.49551942915,2.9700495844243205e-4,600492.5153028029,1800
181,171218.7849136299,2.9700494686674e-4,600492.4552301994,1800
182,171192.07430916664,2.970049352838289e-4,600492.3951294962,1800
183,171165.36370603993,2.970049236936818e-4,600492.3350006768,1800
184,171138.65310425038,2.9700491209630074e-4,600492.2748437242,1800
185,171111.94250379872,2.970049004916751e-4,600492.2146586197,1800
186,171085.23190468547,2.970048888798005e-4,600492.1544453462,1800
187,171058.52130691134,2.9700487726067927e-4,600492.0942038865,1800
188,171031.8107104769,2.9700486563430715e-4,600492.0339342222,1800
189,171005.10011538278,2.970048540006733e-4,600491.9736363349,1800
190,170978.38952162964,2.970048423597801e-4,600491.9133102078,1800
191,170951.67892921806,2.9700483071163627e-4,600491.8529558247,1800
192,170924.96833814876,2.97004819056231e-4,600491.792573167,1800
193,170898.25774842227,2.9700480739354077e-4,600491.7321622162,1800
194,170871.54716003925,2.9700479572356795e-4,600491.6717229555,1800
195,170844.83657300033,2.970047840462887e-4,600491.6112553662,1800
196,170818.12598730618,2.970047723616989e-4,600491.550759432,1800
197,170791.41540295735,2.9700476066980104e-4,600491.4902351343,1800
198,170764.70481995458,2.9700474897059064e-4,600491.4296824561,1800
199,170737.9942382984,2.9700473726407034e-4,600491.3691013786,1800
200,170711.2836579895,2.970047255502357e-4,600491.3084918857,1800
201,170684.5730790285,2.9700471382908906e-4,600491.2478539587,1800
202,170657.86250141598,2.9700470210060055e-4,600491.187187579,1800
203,170631.15192515266,2.970046903647723e-4,600491.1264927305,1800
204,170604.4413502391,2.970046786216069e-4,600491.0657693932,1800
205,170577.730776676,2.970046668710935e-4,600491.0050175514,1800
206,170551.02020446394,2.9700465511321527e-4,600490.9442371854,1800
207,170524.30963360358,2.970046433479615e-4,600490.8834282802,1800
208,170497.59906409553,2.9700463157536684e-4,600490.8225908153,1800
209,170470.88849594048,2.970046197954079e-4,600490.7617247726,1800
210,170444.17792913897,2.970046080080482e-4,600490.7008301354,1800
211,170417.46736369177,2.970045962133095e-4,600490.6399068852,1800
212,170390.75679959936,2.970045844112007e-4,600490.5789550053,1800
213,170364.04623686252,2.9700457260169833e-4,600490.517974477,1800
214,170337.3356754818,2.970045607847725e-4,600490.4569652824,1800
215,170310.62511545786,2.970045489604319e-4,600490.3959274037,1800
216,170283.91455679134,2.9700453712868557e-4,600490.3348608215,1800
217,170257.20399948288,2.970045252895165e-4,600490.2737655191,1800
218,170230.49344353314,2.9700451344292063e-4,600490.2126414777,1800
219,170203.7828889427,2.970045015889004e-4,600490.1514886806,1800
220,170177.07233571226,2.9700448972745186e-4,600490.0903071089,1800
221,170150.3617838424,2.970044778585645e-4,600490.0290967455,1800
222,170123.65123333386,2.9700446598222776e-4,600489.9678575706,1800
223,170096.94068418717,2.9700445409843774e-4,600489.9065895673,1800
224,170070.23013640303,2.9700444220718387e-4,600489.8452927166,1800
225,170043.51958998208,2.9700443030844926e-4,600489.783967002,1800
226,170016.80904492497,2.9700441840222353e-4,600489.7226124038,1800
227,169990.09850123228,2.970044064885285e-4,600489.6612289037,1800
228,169963.38795890473,2.9700439456737326e-4,600489.5998164844,1800
229,169936.67741794288,2.970043826387343e-4,600489.5383751285,1800
230,169909.9668783475,2.9700437070260773e-4,600489.4769048167,1800
231,169883.25634011911,2.970043587589961e-4,600489.4154055318,1800
232,169856.5458032584,2.970043468078825e-4,600489.3538772546,1800
233,169829.83526776603,2.970043348492565e-4,600489.2923199668,1800
234,169803.12473364262,2.970043228831078e-4,600489.2307336516,1800
235,169776.41420088883,2.9700431090941943e-4,600489.1691182895,1800
236,169749.7036695053,2.97004298928207e-4,600489.1074738618,1800
237,169722.9931394927,2.970042869394665e-4,600489.045800351,1800
238,169696.28261085166,2.9700427494317474e-4,600488.9840977398,1800
239,169669.5720835828,2.9700426293931476e-4,600488.922366008,1800
240,169642.86155768682,2.970042509279022e-4,600488.8606051377,1800
241,169616.15103316432,2.9700423890893313e-4,600488.798815112,1800
242,169589.44051001596,2.9700422688240367e-4,600488.7369959096,1800
243,169562.7299882424,2.9700421484831e-4,600488.6751475142,1800
244,169536.0194678443,2.970042028066289e-4,600488.6132699088,1800
245,169509.30894882232,2.970041907573693e-4,600488.5513630734,1800
246,169482.59843117706,2.970041787005211e-4,600488.4894269896,1800
247,169455.8879149092,2.970041666360738e-4,600488.4274616389,1800
248,169429.17740001937,2.970041545640172e-4,600488.3654670033,1800
249,169402.46688650825,2.9700414248435403e-4,600488.3034430646,1800
250,169375.75637437648,2.970041303970804e-4,600488.2413898021,1800
251,169349.04586362472,2.9700411830217954e-4,600488.1793071991,1800
252,169322.3353542536,2.970041061996542e-4,600488.1171952374,1800
253,169295.6248462638,2.9700409408949397e-4,600488.0550538979,1800
254,169268.91433965595,2.9700408197169524e-4,600487.9928831632,1800
255,169242.20383443075,2.970040698462348e-4,600487.9306830126,1800
256,169215.4933305888,2.970040577131153e-4,600487.8684534283,1800
257,169188.78282813073,2.9700404557235884e-4,600487.8061943926,1800
258,169162.0723270573,2.970040334239423e-4,600487.7439058864,1800
259,169135.36182736908,0.00029700402126784905,600487.6815878907,1800
260,169108.65132906675,2.970040091040753e-4,600487.6192403891,1800
261,169081.94083215098,2.9700399693261074e-4,600487.5568633595,1800
262,169055.23033662242,2.970039847534583e-4,600487.4944567864,1800
263,169028.51984248168,2.970039725666141e-4,600487.4320206497,1800
264,169001.80934972948,2.9700396037208107e-4,600487.3695549301,1800
265,168975.09885836646,2.970039481698425e-4,600487.3070596103,1800
266,168948.38836839327,2.970039359598752e-4,600487.2445346713,1800
267,168921.6778798106,2.970039237421886e-4,600487.1819800937,1800
268,168894.96739261906,2.9700391151677233e-4,600487.1193958586,1800
269,168868.2569068193,2.9700389928362934e-4,600487.056781948,1800
270,168841.54642241207,2.9700388704273647e-4,600486.9941383429,1800
271,168814.83593939792,2.9700387479409014e-4,600486.9314650252,1800
272,168788.1254577776,2.9700386253770614e-4,600486.8687619749,1800
273,168761.41497755173,2.970038502735807e-4,600486.8060291735,1800
274,168734.70449872097,2.9700383800170384e-4,600486.7432666029,1800
275,168707.99402128597,2.970038257220396e-4,600486.6804742434,1800
276,168681.28354524742,2.970038134345842e-4,600486.6176520763,1800
277,168654.573070606,2.970038011393405e-4,600486.5548000842,1800
278,168627.86259736234,2.970037888363245e-4,600486.4919182456,1800
279,168601.15212551708,2.970037765255454e-4,600486.4290065435,1800
280,168574.44165507096,2.970037642069738e-4,600486.3660649576,1800
281,168547.73118602455,2.9700375188059305e-4,600486.3030934699,1800
282,168521.02071837857,2.9700373954638675e-4,600486.2400920615,1800
283,168494.3102521337,2.970037272043643e-4,600486.1770607139,1800
284,168467.5997872906,2.970037148545349e-4,600486.1139994081,1800
285,168440.88932384987,2.970037024968887e-4,600486.0509081244,1800
286,168414.1788618123,2.970036901314156e-4,600485.9877868445,1800
287,168387.46840117843,2.9700367775809276e-4,600485.924635549,1800
288,168360.75794194898,2.970036653769165e-4,600485.8614542185,1800
289,168334.04748412466,2.9700365298789623e-4,600485.7982428335,1800
290,168307.3370277061,2.970036405910157e-4,600485.7350013758,1800
291,168280.62657269393,2.9700362818625177e-4,600485.6717298261,1800
292,168253.9161190889,2.97003615773614e-4,600485.6084281662,1800
293,168227.20566689162,2.9700360335310527e-4,600485.545096376,1800
294,168200.49521610275,2.9700359092470284e-4,600485.4817344366,1800
295,168173.78476672302,2.970035784884224e-4,600485.4183423277,1800
296,168147.07431875306,2.9700356604425433e-4,600485.354920032,1800
297,168120.36387219356,2.9700355359218197e-4,600485.2914675294,1800
298,168093.65342704515,2.970035411321955e-4,600485.227984801,1800
299,168066.94298330857,2.9700352866428493e-4,600485.1644718283,1800
300,168040.23254098446,2.970035161884662e-4,600485.1009285906,1800
301,168013.5221000735,2.9700350370471667e-4,600485.0373550695,1800
302,167986.81166057632,2.970034912130263e-4,600484.973751247,1800
303,167960.10122249363,2.970034787134046e-4,600484.9101171028,1800
304,167933.3907858261,2.970034662058352e-4,600484.8464526174,1800
305,167906.68035057443,2.9700345369032115e-4,600484.7827577696,1800
306,167879.9699167393,2.970034411668463e-4,600484.7190325428,1800
307,167853.2594843213,2.970034286354006e-4,600484.6552769176,1800
308,167826.54905332119,2.970034160959872e-4,600484.5914908729,1800
309,167799.8386237396,2.9700340354858333e-4,600484.527674391,1800
310,167773.12819557724,2.970033909931921e-4,600484.4638274516,1800
311,167746.41776883477,2.970033784298101e-4,600484.3999500355,1800
312,167719.70734351288,2.970033658584146e-4,600484.3360421233,1800
313,167692.99691961223,2.9700335327900864e-4,600484.2721036965,1800
314,167666.28649713355,2.9700334069160844e-4,600484.2081347352,1800
315,167639.5760760774,2.970033280961912e-4,600484.1441352193,1800
316,167612.8656564446,2.9700331549274077e-4,600484.0801051304,1800
317,167586.15523823578,2.970033028812601e-4,600484.0160444475,1800
318,167559.44482145156,2.9700329026174596e-4,600483.9519531518,1800
319,167532.73440609273,2.9700327763418214e-4,600483.8878312253,1800
320,167506.02399215984,2.9700326499856547e-4,600483.8236786465,1800
321,167479.31357965368,2.970032523549053e-4,600483.7594953958,1800
322,167452.6031685749,2.970032397031922e-4,600483.6952814541,1800
323,167425.89275892416,2.9700322704341624e-4,600483.6310368025,1800
324,167399.18235070218,2.9700321437556136e-4,600483.5667614206,1800
325,167372.4719439096,2.970032016996307e-4,600483.5024552898,1800
326,167345.7615385471,2.97003189015621e-4,600483.4381183911,1800
327,167319.05113461544,2.9700317632349666e-4,600483.3737507021,1800
328,167292.34073211526,2.9700316362325454e-4,600483.3093522049,1800
329,167265.63033104726,2.9700315091491723e-4,600483.24492288,1800
330,167238.91993141206,2.970031381984621e-4,600483.1804627066,1800
331,167212.2095332104,2.970031254738796e-4,600483.1159716662,1800
332,167185.499136443,2.970031127411793e-4,600483.0514497398,1800
333,167158.78874111045,2.9700310000033863e-4,600482.9868969072,1800
334,167132.0783472135,2.97003087251361e-4,600482.9223131473,1800
335,167105.36795475287,2.9700307449424964e-4,600482.8576984411,1800
336,167078.65756372918,2.970030617289884e-4,600482.7930527678,1800
337,167051.94717414316,2.970030489555677e-4,600482.7283761094,1800
338,167025.23678599548,2.970030361739779e-4,600482.6636684469,1800
339,166998.52639928687,2.970030233842159e-4,600482.5989297583,1800
340,166971.81601401797,2.970030105862785e-4,600482.534160024,1800
341,166945.10563018947,2.9700299778016257e-4,600482.4693592254,1800
342,166918.39524780208,2.970029849658521e-4,600482.4045273407,1800
343,166891.68486685652,2.97002972143344e-4,600482.3396643514,1800
344,166864.97448735344,2.970029593126481e-4,600482.2747702376,1800
345,166838.26410929355,2.970029464737418e-4,600482.2098449796,1800
346,166811.5537326775,2.970029336266156e-4,600482.1448885568,1800
347,166784.84335750606,2.970029207712794e-4,600482.0799009493,1800
348,166758.13298377985,2.9700290790771726e-4,600482.0148821388,1800
349,166731.42261149964,2.970028950359194e-4,600481.9498321023,1800
350,166704.71224066606,2.9700288215587644e-4,600481.8847508214,1800
351,166678.00187127982,2.970028692675724e-4,600481.819638276,1800
352,166651.2915033416,2.9700285637101077e-4,600481.7544944464,1800
353,166624.58113685215,2.970028434661949e-4,600481.689319312,1800
354,166597.87077181213,2.970028305531088e-4,600481.6241128533,1800
355,166571.1604082223,2.97002817631743e-4,600481.5588750504,1800
356,166544.4500460832,2.9700280470209455e-4,600481.493605882,1800
357,166517.73968539567,2.9700279176416046e-4,600481.4283053288,1800
358,166491.02932616038,2.970027788179376e-4,600481.362973371,1800
359,166464.31896837798,2.970027658634103e-4,600481.2976099879,1800
360,166437.60861204923,2.970027529005818e-4,600481.2322151596,1800
361,166410.8982571748,2.9700273992944924e-4,600481.1667888662,1800
362,166384.18790375534,2.970027269499902e-4,600481.1013310873,1800
363,166357.47755179164,2.970027139622083e-4,600481.035841803,1800
364,166330.76720128435,2.9700270096609397e-4,600480.9703209914,1800
365,166304.0568522342,2.9700268796164445e-4,600480.904768635,1800
366,166277.34650464187,2.970026749488567e-4,600480.839184711,1800
367,166250.63615850804,2.97002661927702e-4,600480.7735692003,1800
368,166223.92581383348,2.970026488981773e-4,600480.7079220837,1800
369,166197.2154706188,2.970026358602734e-4,600480.6422433384,1800
370,166170.5051288648,2.9700262281399367e-4,600480.5765329467,1800
371,166143.79478857215,2.970026097593354e-4,600480.5107908865,1800
372,166117.08444974152,2.9700259669628915e-4,600480.4450171381,1800
373,166090.37411237363,2.9700258362484565e-4,600480.3792116811,1800
374,166063.6637764692,2.970025705450019e-4,600480.3133744948,1800
375,166036.95344202893,2.9700255745676173e-4,600480.2475055596,1800
376,166010.2431090535,2.9700254436011567e-4,600480.1816048543,1800
377,165983.53277754367,2.970025312550479e-4,600480.1156723592,1800
378,165956.8224475001,2.970025181415363e-4,600480.049708054,1800
379,165930.11211892357,2.9700250501957145e-4,600479.9837119165,1800
380,165903.40179181466,2.9700249188915705e-4,600479.9176839278,1800
381,165876.6914661742,2.970024787502969e-4,600479.851624066,1800
382,165849.98114200283,2.970024656029945e-4,600479.7855323118,1800
383,165823.27081930125,2.970024524472342e-4,600479.7194086456,1800
384,165796.56049807026,2.970024392830002e-4,600479.6532530452,1800
385,165769.8501783105,2.9700242611028983e-4,600479.5870654905,1800
386,165743.1398600227,2.9700241292909385e-4,600479.5208459611,1800
387,165716.42954320752,2.970023997394094e-4,600479.4545944369,1800
388,165689.71922786572,2.9700238654122734e-4,600479.3883108968,1800
389,165663.00891399803,2.9700237333453845e-4,600479.3219953191,1800
390,165636.29860160511,2.970023601193335e-4,600479.2556476844,1800
391,165609.5882906877,2.970023468956162e-4,600479.1892679716,1800
392,165582.87798124657,2.9700233366337746e-4,600479.1228561603,1800
393,165556.16767328233,2.970023204225952e-4,600479.0564122299,1800
394,165529.45736679577,2.9700230717326646e-4,600478.9899361592,1800
395,165502.74706178755,2.970022939153888e-4,600478.9234279272,1800
396,165476.03675825844,2.97002280648953e-4,600478.8568875145,1800
397,165449.32645620912,2.970022673739564e-4,600478.7903148996,1800
398,165422.61615564028,2.970022540903962e-4,600478.723710062,1800
399,165395.90585655274,2.970022407982634e-4,600478.6570729795,1800
400,165369.1955589471,2.97002227497536e-4,600478.590403633,1800
401,165342.48526282414,2.970022141882241e-4,600478.5237020008,1800
402,165315.77496818456,2.9700220087034465e-4,600478.4569680628,1800
403,165289.0646750291,2.970021875438626e-4,600478.3902017983,1800
404,165262.35438335844,2.970021742087624e-4,600478.3234031857,1800
405,165235.64409317332,2.97002160865035e-4,600478.2565722029,1800
406,165208.93380447445,2.970021475126842e-4,600478.1897088318,1800
407,165182.2235172626,2.970021341517204e-4,600478.1228130483,1800
408,165155.51323153844,2.970021207821151e-4,600478.0558848338,1800
409,165128.8029473027,2.9700210740385283e-4,600477.9889241667,1800
410,165102.0926645561,2.9700209401695686e-4,600477.9219310251,1800
411,165075.38238329938,2.970020806214118e-4,600477.8549053891,1800
412,165048.67210353323,2.9700206721718905e-4,600477.7878472381,1800
413,165021.96182525842,2.9700205380429906e-4,600477.7207565504,1800
414,164995.25154847564,2.9700204038273935e-4,600477.6536333046,1800
415,164968.5412731856,2.970020269524945e-4,600477.5864774805,1800
416,164941.8309993891,2.970020135135554e-4,600477.5192890562,1800
417,164915.12072708676,2.970020000659131e-4,600477.4520680117,1800
418,164888.41045627935,2.9700198660955867e-4,600477.3848143244,1800
419,164861.70018696762,2.97001973144496e-4,600477.3175279754,1800
420,164834.98991915229,2.9700195967071635e-4,600477.2502089408,1800
421,164808.27965283406,2.970019461881976e-4,600477.1828572005,1800
422,164781.56938801368,2.9700193269693094e-4,600477.1154727333,1800
423,164754.85912469187,2.970019191969138e-4,600477.0480555183,1800
424,164728.14886286936,2.9700190568815037e-4,600476.9806055329,1800
425,164701.43860254687,2.97001892170638e-4,600476.9131227583,1800
426,164674.72834372518,2.97001878644368e-4,600476.8456071722,1800
427,164648.01808640492,2.970018651093314e-4,600476.7780587536,1800
428,164621.30783058688,2.9700185156551285e-4,600476.7104774807,1800
429,164594.5975762718,2.970018380129034e-4,600476.6428633318,1800
430,164567.88732346043,2.9700182445151365e-4,600476.5752162868,1800
431,164541.17707215346,2.970018108813283e-4,600476.5075363221,1800
432,164514.46682235162,2.9700179730233193e-4,600476.4398234191,1800
433,164487.75657405562,2.9700178371452874e-4,600476.3720775563,1800
434,164461.0463272663,2.970017701178969e-4,600476.3042987109,1800
435,164434.33608198428,2.97001756512434e-4,600476.236486861,1800
436,164407.62583821034,2.970017428981379e-4,600476.1686419859,1800
437,164380.9155959452,2.9700172927498656e-4,600476.1007640647,1800
438,164354.20535518962,2.970017156429908e-4,600476.0328530768,1800
439,164327.49511594433,2.9700170200214177e-4,600475.964908999,1800
440,164300.78487821005,2.9700168835242424e-4,600475.8969318105,1800
441,164274.07464198754,2.970016746938423e-4,600475.8289214903,1800
442,164247.3644072775,2.9700166102637434e-4,600475.7608780148,1800
443,164220.65417408067,2.970016473500115e-4,600475.6928013654,1800
444,164193.94394239783,2.9700163366477107e-4,600475.6246915163,1800
445,164167.2337122297,2.970016199706442e-4,600475.5565484507,1800
446,164140.52348357698,2.9700160626760277e-4,600475.4883721434,1800
447,164113.81325644048,2.970015925556315e-4,600475.4201625751,1800
448,164087.10303082087,2.970015788347477e-4,600475.3519197233,1800
449,164060.39280671897,2.9700156510493607e-4,600475.2836435667,1800
450,164033.68258413541,2.970015513661751e-4,600475.2153340831,1800
451,164006.97236307105,2.9700153761848193e-4,600475.1469912512,1800
452,163980.26214352655,2.9700152386184136e-4,600475.0786150487,1800
453,163953.55192550266,2.970015100962254e-4,600475.010205454,1800
454,163926.84170900017,2.9700149632164467e-4,600474.9417624457,1800
455,163900.1314940198,2.9700148253810363e-4,600474.8732860021,1800
456,163873.42128056224,2.970014687455806e-4,600474.8047761025,1800
457,163846.71106862836,2.97001454944067e-4,600474.7362327229,1800
458,163820.00085821873,2.970014411335541e-4,600474.6676558427,1800
459,163793.29064933426,2.9700142731403975e-4,600474.5990454399,1800
460,163766.58044197562,2.970014134855155e-4,600474.5304014931,1800
461,163739.87023614353,2.970013996479726e-4,600474.4617239787,1800
462,163713.16003183878,2.970013858014025e-4,600474.3930128777,1800
463,163686.44982906213,2.970013719457967e-4,600474.3242681662,1800
464,163659.7396278143,2.970013580811595e-4,600474.2554898218,1800
465,163633.029428096,2.970013442074757e-4,600474.1866778239,1800
466,163606.31922990805,2.9700133032473704e-4,600474.1178321495,1800
